state_id,z,symbol,charge,electron_count,configuration,ground_level,multiplicity,spin_2s,state_category,state_role,physical_status,state_source,source_table,nist_ie_provenance,rule_reason,notes
Sb_qm1_mult3_ning2022,51,Sb,-1,52,[Kr] 4d10 5s2 5p4,3P2,3,2,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Sb_q0_mult4_nist,51,Sb,0,51,[Cd] 5p3,4S°3/2,4,3,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Sb_qp1_mult3_nist,51,Sb,1,50,[Cd] 5p2,3P0,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Sb_qp2_mult2_nist,51,Sb,2,49,[Cd] 5p1,2P°1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Sb_qp3_mult1_nist,51,Sb,3,48,[Kr] 4d10 5s2,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Te_qm2_mult1_formal,52,Te,-2,54,[Cd] 5p6,,1,0,formal_anion_reference,formal_multianion,not_claimed,formal_rule,curated/formal_atoms_ions.csv,,p_block_formal_dianion_policy,Formal stockholder/Hirshfeld-I reference for p-block dianion coverage; not a stable isolated atomic anion claim.
Te_qm1_mult2_ning2022,52,Te,-1,53,[Kr] 4d10 5s2 5p5,2P3/2,2,1,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Te_q0_mult3_nist,52,Te,0,52,[Cd] 5p4,3P2,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Te_qp1_mult4_nist,52,Te,1,51,[Cd] 5p3,4S°3/2,4,3,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Te_qp2_mult3_nist,52,Te,2,50,[Cd] 5p2,3P0,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Te_qp3_mult2_nist,52,Te,3,49,[Cd] 5p1,2P°1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
I_qm1_mult1_ning2022,53,I,-1,54,[Kr] 4d10 5s2 5p6,1S0,1,0,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
I_q0_mult2_nist,53,I,0,53,[Cd] 5p5,2P°3/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
I_qp1_mult3_nist,53,I,1,52,[Cd] 5p4,3P2,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
I_qp2_mult4_nist,53,I,2,51,[Cd] 5p3,4S°3/2,4,3,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
I_qp3_mult3_nist,53,I,3,50,[Cd] 5p2,3P0,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Xe_q0_mult1_nist,54,Xe,0,54,[Cd] 5p6,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Xe_qp1_mult2_nist,54,Xe,1,53,[Cd] 5p5,2P°3/2,2,1,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Xe_qp2_mult3_nist,54,Xe,2,52,[Cd] 5p4,3P2,3,2,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Xe_qp3_mult4_nist,54,Xe,3,51,[Cd] 5p3,4S°3/2,4,3,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Cs_qm1_mult1_ning2022,55,Cs,-1,56,[Xe] 6s2,1S0,1,0,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Cs_q0_mult2_nist,55,Cs,0,55,[Xe] 6s1,2S1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Cs_qp1_mult1_nist,55,Cs,1,54,[Cd] 5p6,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ba_qm1_mult2_ning2022,56,Ba,-1,57,[Xe] 6s2 6p1,2P1/2,2,1,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Ba_q0_mult1_nist,56,Ba,0,56,[Xe] 6s2,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ba_qp1_mult2_nist,56,Ba,1,55,[Xe] 6s1,2S1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ba_qp2_mult1_nist,56,Ba,2,54,[Cd] 5p6,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
La_qm1_mult3_ning2022,57,La,-1,58,[Xe] 5d2 6s2,3F2,3,2,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,multiple bound anion states exist; table row is the recommended ground state
La_q0_mult2_nist,57,La,0,57,[Xe] 5d1 6s2,2D3/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
La_qp1_mult3_nist,57,La,1,56,[Xe] 5d2,3F2,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
La_qp2_mult2_nist,57,La,2,55,[Xe] 5d1,2D3/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
La_qp3_mult1_nist,57,La,3,54,[Cd] 5p6,1S0,1,0,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Ce_qm1_mult4_ning2022,58,Ce,-1,59,[Xe] 4f1 5d2 6s2,4H7/2,4,3,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,multiple bound anion states may exist; table row is the recommended ground state
Ce_q0_mult1_nist,58,Ce,0,58,[Xe] 4f1 5d1 6s2,1G°4,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ce_qp1_mult4_nist,58,Ce,1,57,[Xe] 4f1 5d2,4H°7/2,4,3,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Ce_qp2_mult3_nist,58,Ce,2,56,[Xe] 4f2,3H4,3,2,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Ce_qp3_mult2_nist,58,Ce,3,55,[Xe] 4f1,2F°5/2,2,1,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Pr_qm1_mult5_ning2022,59,Pr,-1,60,[Xe] 4f3 6s2 6p1,5K5,5,4,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Pr_q0_mult4_nist,59,Pr,0,59,[Xe] 4f3 6s2,4I°9/2,4,3,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Pr_qp1_mult5_nist,59,Pr,1,58,[Xe] 4f3 6s1,"(9/2,1/2)°4",5,4,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Pr_qp2_mult4_nist,59,Pr,2,57,[Xe] 4f3,4I°9/2,4,3,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Pr_qp3_mult3_nist,59,Pr,3,56,[Xe] 4f2,3H4,3,2,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Nd_qm1_mult6_ning2022,60,Nd,-1,61,[Xe] 4f4 6s2 6p1,6K9/2,6,5,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Nd_q0_mult5_nist,60,Nd,0,60,[Xe] 4f4 6s2,5I4,5,4,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Nd_qp1_mult6_nist,60,Nd,1,59,[Xe] 4f4 6s1,6I7/2,6,5,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Nd_qp2_mult5_nist,60,Nd,2,58,[Xe] 4f4,5I4,5,4,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Nd_qp3_mult4_nist,60,Nd,3,57,[Xe] 4f3,4I°9/2,4,3,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Pm_qm1_mult7_formal,61,Pm,-1,62,[Xe] 4f5 6s2 6p1,,7,6,formal_anion_reference,formal_monoanion,not_claimed,manual_curated,curated/formal_atoms_ions.csv,,review_theory_only_but_required_by_policy,"Ning-Lu row is theory-only or limit-based; included as a formal monoanion reference, not as a physical/reference monoanion. | Formal stockholder/Hirshfeld-I reference; not a claim of a stable isolated atomic anion."
Pm_q0_mult6_nist,61,Pm,0,61,[Xe] 4f5 6s2,6H°5/2,6,5,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Pm_qp1_mult7_nist,61,Pm,1,60,[Xe] 4f5 6s1,7H°2,7,6,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Pm_qp2_mult6_nist,61,Pm,2,59,[Xe] 4f5,6H°5/2,6,5,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Pm_qp3_mult5_nist,61,Pm,3,58,[Xe] 4f4,5I4,5,4,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Sm_qm1_mult8_formal,62,Sm,-1,63,[Xe] 4f6 6s2 6p1,,8,7,formal_anion_reference,formal_monoanion,not_claimed,manual_curated,curated/formal_atoms_ions.csv,,review_theory_only_but_required_by_policy,"Ning-Lu row is theory-only or limit-based; included as a formal monoanion reference, not as a physical/reference monoanion. | Formal stockholder/Hirshfeld-I reference; not a claim of a stable isolated atomic anion."
Sm_q0_mult7_nist,62,Sm,0,62,[Xe] 4f6 6s2,7F0,7,6,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Sm_qp1_mult8_nist,62,Sm,1,61,[Xe] 4f6 6s1,8F1/2,8,7,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Sm_qp2_mult7_nist,62,Sm,2,60,[Xe] 4f6,7F0,7,6,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Sm_qp3_mult6_nist,62,Sm,3,59,[Xe] 4f5,6H°5/2,6,5,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Eu_qm1_mult9_ning2022,63,Eu,-1,64,[Xe] 4f7 6s2 6p1,9P3,9,8,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Eu_q0_mult8_nist,63,Eu,0,63,[Xe] 4f7 6s2,8S°7/2,8,7,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Eu_qp1_mult9_nist,63,Eu,1,62,[Xe] 4f7 6s1,9S°4,9,8,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Eu_qp2_mult8_nist,63,Eu,2,61,[Xe] 4f7,8S°7/2,8,7,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Eu_qp3_mult7_nist,63,Eu,3,60,[Xe] 4f6,7F0,7,6,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Gd_qm1_mult10_ning2022,64,Gd,-1,65,[Xe] 4f7 5d1 6s2 6p1,10F3/2,10,9,ning2022_monoanion_reference,bound_provisional,provisional_experimental,ning2022,source/ning2022/ning2022_monoanions.csv,,,preliminary/large-uncertainty heavy-anion assignment
Gd_q0_mult9_nist,64,Gd,0,64,[Xe] 4f7 5d1 6s2,9D°2,9,8,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Gd_qp1_mult10_nist,64,Gd,1,63,[Xe] 4f7 5d1 6s1,10D°5/2,10,9,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Gd_qp2_mult9_nist,64,Gd,2,62,[Xe] 4f7 5d1,9D°2,9,8,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Gd_qp3_mult8_nist,64,Gd,3,61,[Xe] 4f7,8S°7/2,8,7,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Tb_qm1_mult9_ning2022,65,Tb,-1,66,[Xe] 4f8 5d1 6s2 6p1,9G7,9,8,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Tb_q0_mult6_nist,65,Tb,0,65,[Xe] 4f9 6s2,6H°15/2,6,5,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Tb_qp1_mult7_nist,65,Tb,1,64,[Xe] 4f9 6s1,"(15/2,1/2)°8",7,6,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Tb_qp2_mult6_nist,65,Tb,2,63,[Xe] 4f9,6H°15/2,6,5,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Tb_qp3_mult7_nist,65,Tb,3,62,[Xe] 4f8,7F6,7,6,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Dy_qm1_mult6_ning2022,66,Dy,-1,67,[Xe] 4f10 6s2 6p1,6H15/2,6,5,ning2022_monoanion_reference,bound_provisional,provisional_experimental,ning2022,source/ning2022/ning2022_monoanions.csv,,,very weak binding; AMS estimate in the review
Dy_q0_mult5_nist,66,Dy,0,66,[Xe] 4f10 6s2,5I8,5,4,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Dy_qp1_mult6_nist,66,Dy,1,65,[Xe] 4f10 6s1,"(8,1/2)17/2",6,5,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Dy_qp2_mult5_nist,66,Dy,2,64,[Xe] 4f10,5I8,5,4,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Dy_qp3_mult6_nist,66,Dy,3,63,[Xe] 4f9,6H°15/2,6,5,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Ho_qm1_mult5_formal,67,Ho,-1,68,[Xe] 4f11 6s2 6p1,,5,4,formal_anion_reference,formal_monoanion,not_claimed,manual_curated,curated/formal_atoms_ions.csv,,review_theory_only_but_required_by_policy,"Ning-Lu row is theory-only or limit-based; included as a formal monoanion reference, not as a physical/reference monoanion. | Formal stockholder/Hirshfeld-I reference; not a claim of a stable isolated atomic anion."
Ho_q0_mult4_nist,67,Ho,0,67,[Xe] 4f11 6s2,4I°15/2,4,3,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ho_qp1_mult5_nist,67,Ho,1,66,[Xe] 4f11 6s1,"(15/2,1/2)°8",5,4,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Ho_qp2_mult4_nist,67,Ho,2,65,[Xe] 4f11,4I°15/2,4,3,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Ho_qp3_mult5_nist,67,Ho,3,64,[Xe] 4f10,5I8,5,4,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Er_qm1_mult4_formal,68,Er,-1,69,[Xe] 4f12 6s2 6p1,,4,3,formal_anion_reference,formal_monoanion,not_claimed,manual_curated,curated/formal_atoms_ions.csv,,review_theory_only_but_required_by_policy,"Ning-Lu row is theory-only or limit-based; included as a formal monoanion reference, not as a physical/reference monoanion. | Formal stockholder/Hirshfeld-I reference; not a claim of a stable isolated atomic anion."
Er_q0_mult3_nist,68,Er,0,68,[Xe] 4f12 6s2,3H6,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Er_qp1_mult4_nist,68,Er,1,67,[Xe] 4f12 6s1,"(6,1/2)13/2",4,3,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Er_qp2_mult3_nist,68,Er,2,66,[Xe] 4f12,3H6,3,2,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Er_qp3_mult4_nist,68,Er,3,65,[Xe] 4f11,4I°15/2,4,3,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Tm_qm1_mult3_ning2022,69,Tm,-1,70,[Xe] 4f13 6s2 6p1,3D3,3,2,ning2022_monoanion_reference,bound_provisional,provisional_experimental,ning2022,source/ning2022/ning2022_monoanions.csv,,,very weak binding; AMS estimate in the review
Tm_q0_mult2_nist,69,Tm,0,69,[Xe] 4f13 6s2,2F°7/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Tm_qp1_mult3_nist,69,Tm,1,68,[Xe] 4f13 6s1,"(7/2,1/2)°4",3,2,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Tm_qp2_mult2_nist,69,Tm,2,67,[Xe] 4f13,2F°7/2,2,1,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Tm_qp3_mult3_nist,69,Tm,3,66,[Xe] 4f12,3H6,3,2,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Yb_qm1_mult2_formal,70,Yb,-1,71,[Xe] 4f14 5d1 6s2,,2,1,formal_anion_reference,formal_monoanion,not_claimed,formal_rule,curated/formal_atoms_ions.csv,,review_unbound_but_required_by_policy,"Ning-Lu treats the physical monoanion as unbound, metastable-only, or not accepted; included only as a formal reference required by the v2 charge policy. | Formal stockholder/Hirshfeld-I reference; not a claim of a stable isolated atomic anion."
Yb_q0_mult1_nist,70,Yb,0,70,[Xe] 4f14 6s2,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Yb_qp1_mult2_nist,70,Yb,1,69,[Xe] 4f14 6s1,2S1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Yb_qp2_mult1_nist,70,Yb,2,68,[Xe] 4f14,1S0,1,0,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Yb_qp3_mult2_nist,70,Yb,3,67,[Xe] 4f13,2F°7/2,2,1,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Lu_qm1_mult1_ning2022,71,Lu,-1,72,[Xe] 4f14 5d1 6s2 6p1,1D2,1,0,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Lu_q0_mult2_nist,71,Lu,0,71,[Xe] 4f14 5d1 6s2,2D3/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Lu_qp1_mult1_nist,71,Lu,1,70,[Xe] 4f14 6s2,1S0,1,0,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Lu_qp2_mult2_nist,71,Lu,2,69,[Xe] 4f14 6s1,2S1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Lu_qp3_mult1_nist,71,Lu,3,68,[Xe] 4f14,1S0,1,0,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Hf_qm1_mult4_ning2022,72,Hf,-1,73,[Xe] 4f14 5d2 6s2 6p1,4G5/2,4,3,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Hf_q0_mult3_nist,72,Hf,0,72,[Xe] 4f14 5d2 6s2,3F2,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Hf_qp1_mult2_nist,72,Hf,1,71,[Xe] 4f14 5d1 6s2,2D3/2,2,1,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,theoretical,,
Hf_qp2_mult3_nist,72,Hf,2,70,[Xe] 4f14 5d2,3F2,3,2,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,theoretical,,
Hf_qp3_mult2_nist,72,Hf,3,69,[Xe] 4f14 5d1,2D3/2,2,1,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Ta_qm1_mult5_ning2022,73,Ta,-1,74,[Xe] 4f14 5d4 6s2,5D0,5,4,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Ta_q0_mult4_nist,73,Ta,0,73,[Xe] 4f14 5d3 6s2,4F3/2,4,3,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ta_qp1_mult5_nist,73,Ta,1,72,[Xe] 4f14 5d3 6s1,5F1,5,4,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Ta_qp2_mult4_nist,73,Ta,2,71,[Xe] 4f14 5d3,4F3/2,4,3,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,theoretical,,
Ta_qp3_mult3_nist,73,Ta,3,70,[Xe] 4f14 5d2,3F2,3,2,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,theoretical,,
W_qm1_mult6_ning2022,74,W,-1,75,[Xe] 4f14 5d5 6s2,6S5/2,6,5,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
W_q0_mult5_nist,74,W,0,74,[Xe] 4f14 5d4 6s2,5D0,5,4,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
W_qp1_mult6_nist,74,W,1,73,[Xe] 4f14 5d4 6s1,6D1/2,6,5,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
W_qp2_mult5_nist,74,W,2,72,[Xe] 4f14 5d4,5D0,5,4,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
W_qp3_mult4_nist,74,W,3,71,[Xe] 4f14 5d3,4F3/2,4,3,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Re_qm1_mult5_ning2022,75,Re,-1,76,[Xe] 4f14 5d6 6s2,5D4,5,4,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Re_q0_mult6_nist,75,Re,0,75,[Xe] 4f14 5d5 6s2,6S5/2,6,5,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Re_qp1_mult7_nist,75,Re,1,74,[Xe] 4f14 5d5 6s1,7S3,7,6,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Re_qp2_mult6_nist,75,Re,2,73,[Xe] 4f14 5d5,6S5/2,6,5,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,theoretical,,
Re_qp3_mult5_nist,75,Re,3,72,[Xe] 4f14 5d4,5D0,5,4,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,theoretical,,
